Proof_cut,Viscosity,Caliper,Ink_temperature,Humifity,Roughness,Blade_pressure,Varnish_pct,Press_speed,Ink_pct,Solvent_pct,Esa_voltage,Wax,Hardener,Roller_durometer_30,Roller_durometer_33,Roller_durometer_34,Roller_durometer_35,Roller_durometer_38,Roller_durometer_40,Density_35,Density_40,Anode_ratio,class,prob,sample
45,54,0.2,15,80,0.812,20,0,2000,58.8,41.2,0,1.5,0.6,0,1,0,0,0,0,1,0,111.1,noband,0.868,train
57.5,54,0.367,16.2,79,0.5,23,19,1500,47.6,33.4,5,3,1,0,0,0,0,0,0,1,0,93.3,noband,0.852,train
60,53,0.333,16.5,88,0.75,55,22.1,1550,41,36.9,0,3,0.8,0,0,0,0,0,1,1,0,105.1,noband,0.9,train
55,54,0.3,15.8,79,0.5,30,12.4,1500,51.5,36.1,0,3,0.5,0,0,0,0,0,0,1,0,93.3,noband,0.814,train
60,53,0.3,14.7,70,0.75,50,20.2,1550,42,37.8,3,3,1,0,0,0,0,0,1,1,0,111.1,noband,0.9,test
35,55,0.5,15,70,0.5,32,0,1950,58.8,41.2,0,2.5,1.3,1,0,0,0,0,0,1,0,100,band,0.262,train
35,55,0.233,15,70,0.5,35,0,2000,58.8,41.2,0,2.5,1.5,1,0,0,0,0,0,1,0,100,band,0.686,test
45,50,0.2,14.5,70,0.75,42,5.3,1700,52.6,42.1,0,3,0.8,0,0,0,0,0,1,0,0,100,noband,0.84,train
40,50,0.267,13.5,75,0.75,45,0,1700,58.8,41.2,0,3,0.6,0,0,0,0,0,1,1,0,100,noband,0.792,test
50,50,0.2,16.2,75,0.75,25,3.3,1850,54.9,41.8,2,2.7,0.9,0,0,0,0,0,1,1,0,100,noband,0.632,test
45,54,0.333,14.8,70,0.75,50,13,1420,54.3,32.6,0,3,0.9,0,0,0,0,0,0,1,0,106.9,noband,0.892,train
45,54,0.233,14.3,67,0.75,45,12.3,1420,51.5,36.1,0,3,0.6,0,0,0,0,0,0,1,0,106.9,noband,0.8,test
45,54,0.267,14,90,0.75,30,0,2000,58.8,41.2,0,3,1,0,1,0,0,0,0,0,1,103.3,noband,0.836,train
30,54,0.233,15.8,68,0.75,25,6.4,2000,53.2,40.4,4,2.3,0.8,0,0,0,1,0,0,1,0,106.9,noband,0.962,train
30,54,0.5,13.6,70,0.812,30,0,2000,58.8,41.2,0,2.3,0.9,1,0,0,0,0,0,1,0,100,noband,0.616,test
30,54,0.333,16.8,71,0.75,25,18,2000,45,36.9,0,2.5,0.9,0,0,0,1,0,0,1,0,106.9,noband,0.832,test
30,54,0.167,14.6,70,0.812,30,0,2000,58.8,41.2,0,1.5,0.6,1,0,0,0,0,0,1,0,106.9,noband,0.912,train
45,54,0.167,18,90,0.5,26,8.3,1875,52.1,39.6,0,3,1,0,1,0,0,0,0,1,0,106.9,noband,0.832,train
45,54,0.367,15,100,0.75,33,2.3,2000,56.8,40.9,0,2.75,0.9,0,1,0,0,0,0,1,0,106.9,noband,0.728,test
45,56,0.333,14.9,85,1,30,17.3,1600,48.1,34.6,0,2.8,1,0,0,0,0,0,1,1,0,100,noband,0.682,test
30,56,0.367,14.7,83,1,30,10.8,1600,53.8,35.5,0,2.6,1.2,0,0,0,0,0,1,1,0,100,noband,0.854,train
57.5,57,0.367,15.3,84,1,30,19,2400,47.6,33.3,0,3,1,0,1,0,0,0,0,0,1,93.75,noband,0.812,test
47.5,49,0.367,15,84,0.75,28,2.2,1600,54.3,43.5,0,3,0.9,0,0,1,0,0,0,0,0,108.1,band,0.14,train
57.5,51,0.333,15.2,70,0.625,25,11.1,1850,50.5,38.4,3,2.5,0.8,0,0,1,0,0,0,0,0,100,noband,0.81,train
57.5,51,0.267,15.6,81,0.75,25,9.8,1850,49,41.2,0,2.7,0.6,0,0,1,0,0,0,0,0,100,noband,0.848,train
40,55,0.533,15.4,80,0.812,30,10.2,2400,51,38.8,0,1.7,0.7,1,0,0,0,0,0,0,0,93.75,noband,0.824,test
45,55,0.3,16.1,82,0.75,30,0,2400,58.8,41.2,0,2,0.8,1,0,0,0,0,0,0,0,93.75,noband,0.914,test
52.5,55,0.333,14,70,0.625,55,7.9,1600,57.5,34.44,4,3,0.8,0,0,0,0,0,1,0,0,93.75,noband,0.89,train
35,72,0.367,15.2,72,1,36,0,2200,65.2,34.8,0,2.5,1,1,0,0,0,0,0,0,1,93.6,band,0.124,train
35,56,0.267,15,70,1,33,0,2350,65.2,34.8,0,2.5,1,1,0,0,0,0,0,0,1,93.75,band,0.204,train
40,60,0.2,15.5,73,0.75,28,0,1850,65.2,34.8,0,2.8,1,1,0,0,0,0,0,0,1,100,band,0.144,train
60,50,0.233,14.5,70,0.75,45,15.6,1650,45.8,38.5,2,2.5,1,0,0,0,0,0,1,0,1,100,noband,0.936,train
60,50,0.267,14.9,88,0.375,32,10.3,1700,51.5,38.1,5,3,1.3,0,0,0,0,0,1,0,1,103.3,noband,0.758,test
60,50,0.3,14.5,60,0.75,40,19,1650,47.6,33.3,0,2.5,1,0,0,0,0,0,1,0,1,103.3,noband,0.876,train
65,50,0.267,15,86,0.25,28,10.5,1700,52.6,36.8,2,2.5,0.6,0,0,0,0,0,1,0,1,103.3,noband,0.574,test
65,60,0.267,14.5,80,0.25,38,15.8,1900,49.5,34.6,0,2.9,0.7,0,0,0,0,0,1,0,1,103.3,noband,0.654,test
60,60,0.267,14,76,0.375,30,10.3,1900,51.5,38.1,5,2.6,1.1,0,0,0,0,0,1,0,1,103.3,noband,0.856,train
40,49,0.267,14,82,0.625,30,0,2150,65.2,34.8,1,2.5,0.9,1,0,0,0,0,0,0,1,93.75,band,0.184,train
55,50,0.133,14,80,0.625,32,8,2000,60,32,0,2.5,0.9,0,0,0,1,0,0,0,1,93.55,band,0.18,train
55,48,0.367,14.5,76,0.5,30,8,2000,60,32,0,2.5,1,0,0,0,1,0,0,0,1,93.55,band,0.374,test
55,50,0.267,17,89,1,22,10.4,1650,52.1,37.5,0.75,2.5,1.1,0,0,1,0,0,0,0,1,93.55,band,0.376,test
55,50,0.2,17,78,0.25,32,9.7,1900,52.2,38.1,0,3,0.9,0,0,0,1,0,0,0,1,96.97,band,0.476,test
42.5,48,0.2,16,70,0.812,35,0,2050,66.7,33.3,2,1.7,1,1,0,0,0,0,0,0,1,93.55,noband,0.69,train
42.5,48,0.2,15,76,0.875,30,3.6,2050,60.2,36.2,0,2.5,1,1,0,0,0,0,0,0,1,93.55,noband,0.728,test
35,48,0.233,14.5,76,0.75,20,0,2225,62.5,37.5,4,2.7,1.2,0,1,0,0,0,0,0,1,106.25,noband,0.988,train
35,48,0.3,14.5,74,0.75,20,0,2225,62.5,37.5,4,2,1.2,0,1,0,0,0,0,0,1,106.25,noband,0.984,train
47.5,49,0.433,14.5,88,0.625,25,34.5,2000,43.5,22,0,2.5,0.7,0,0,0,0,0,1,0,1,96.97,noband,0.798,train
47.5,52,0.3,15.2,76,0.75,30,17.5,1700,48.7,33.8,0,2.5,0.8,0,0,0,1,0,0,0,1,114.3,band,0.172,train
42.5,52,0.333,16.8,80,0.625,40,0,1700,54.3,45.7,3,3,1,0,0,1,0,0,0,0,1,107.4,noband,0.402,test
47.5,53,0.3,15,72,0.75,25,22,1500,45.9,32.1,0,2.5,0.8,0,0,0,1,0,0,0,1,114.3,band,0.166,train
47.5,58,0.333,14,85,0.75,28,16.5,1800,48.5,35,0,2.5,0.5,0,0,0,1,0,0,0,1,114.3,band,0.148,train
55,48,0.233,18,76,0.25,24,10,1600,60,30,0,3,0.9,0,0,0,1,0,0,0,1,93.55,band,0.17,train
30,52,0.333,16.5,80,0.625,40,0,1800,58.1,41.9,1,2.5,0.4,0,0,0,1,0,0,0,1,107.4,band,0.574,test
42.5,52,0.233,18,70,0.625,45,0,1700,58.8,41.2,0,3,0.7,0,0,1,0,0,0,0,1,103.125,noband,0.832,train
47.5,54,0.3,14,65,0.625,25,16.1,1500,44.6,39.3,4,2.5,1,0,0,1,0,0,0,0,1,114.29,band,0.192,train
35,50,0.3,14,74,0.25,28,0,2500,58.8,41.2,0,2.5,0.7,1,0,0,0,0,0,0,1,114.29,noband,0.892,test
40,50,0.3,13,74,0.25,25,0,2500,58.8,41.2,2,2.5,0.5,1,0,0,0,0,0,0,1,114.29,noband,0.898,train
30,53,0.333,14,85,0.75,30,15,2290,50,35,0,2,1.5,0,1,0,0,0,0,0,1,110.7,noband,0.93,train
30,53,0.3,15,80,0.75,30,15,2290,50,35,0,2.5,1,0,1,0,0,0,0,0,1,110.7,noband,0.942,train
30,54,0.333,16.3,80,0.812,30,0,2100,60,40,3,2.5,1.2,1,0,0,0,0,0,0,1,114.29,noband,0.828,train
52.5,43,0.267,15,71,0.75,28,7.4,1500,53.2,39.4,0,2.5,1,0,0,1,0,0,0,0,1,98.3,band,0.19,train
65,43,0.2,16,78,0.75,30,12,2100,46.3,41.7,0,2,1,0,0,0,0,0,1,0,1,100,band,0.352,train
65,42,0.233,17.5,100,1.125,25,17.5,2250,48.5,34,0,2.5,1,0,0,0,0,0,1,0,1,100,noband,0.874,train
65,42,0.2,17,80,1,22,15,2250,50,35,1,2.5,1,0,0,0,0,0,1,0,1,100,noband,0.81,test
35,42,0.3,15.9,78,0.375,32,0,2150,62.5,37.5,0,1.7,0.9,1,0,0,0,0,0,0,1,101.67,band,0.338,train
40,43,0.233,15.5,85,0.75,25,4.7,2000,58.1,37.2,0,2.5,1,0,1,0,0,0,0,0,1,96.77,band,0.828,test
50,43,0.267,17,72,0.625,30,14.3,1600,47.6,38.1,0,2.5,1,0,0,1,0,0,0,0,1,96.77,band,0.12,train
50,42,0.2,17,73,0.438,20,18.5,1800,46.3,35.1,2,2.5,1,0,0,1,0,0,0,0,1,100,band,0.234,test
40,43,0.2,13.5,76,0.75,52,4.4,1726,55,40.6,0,3,1,0,0,0,0,0,1,0,1,96.77,noband,0.906,train
40,43,0.267,16.4,79,0.312,35,0.5,2400,59.5,40,0.5,2.6,1.1,0,0,0,1,0,0,0,1,96.77,noband,0.874,train
40,51,0.233,15,70,0.25,24,0.5,0,59.5,40,0,3,1,0,0,0,1,0,0,0,1,100,band,0.294,test
32.5,43,0.2,13,80,0.75,28,0,1500,62.5,37.5,0,0,0,1,0,0,0,0,0,0,1,100,band,0.446,test
37.5,43,0.2,15.8,80,0.5,32,0,2400,62.5,37.5,5,2.5,0.9,0,0,0,1,0,0,0,1,96.77,noband,0.954,train
45,42,0.267,14.9,75,1,25,10.5,1660,52.6,36.9,0,2.5,1,1,0,0,0,0,0,0,1,101.67,noband,0.89,train
45,43,0.2,16,80,0.75,30,3.1,2200,51,45.9,0,2.5,1.3,0,0,0,1,0,0,0,1,103.33,noband,0.886,test
50,43,0.2,15.5,72,0.75,30,5.1,2200,50.6,44.3,0,2.5,1.3,0,0,0,1,0,0,0,1,96.77,noband,0.912,train
40,45,0.233,13.6,90,0.75,45,0,1386,62.5,37.5,0,3,0.7,0,0,0,0,0,1,0,1,96.77,band,0.278,train
40,42,0.2,15,65,0.75,55,0,1650,62.5,37.5,0,2.5,1,0,0,0,0,0,1,0,1,96.77,band,0.836,test
50,43,0.267,14,74,0.625,20,2.2,1800,56.2,41.6,0,3,1,0,0,0,0,1,0,0,1,96.875,band,0.224,train
50,47,0.2,16.2,74,0.75,28,10.8,2000,53.4,35.8,0,2.5,1.3,1,0,0,0,0,0,0,1,100,band,0.768,test
50,47,0.267,16,92,0.75,35,0,1800,68,32,1,2.6,1.2,1,0,0,0,0,0,0,1,100,band,0.178,train
32.5,47,0.267,16.1,88,0.312,28,0,2189,62.5,37.5,0,2.4,0.8,1,0,0,0,0,0,0,1,100,noband,0.924,train
32.5,47,0.2,20,79,0.312,29,0,2189,58.1,41.9,5,2.5,1.25,1,0,0,0,0,0,0,1,100,noband,0.734,test
70,43,0.3,18.1,78,0.5,28,14.4,2125,48.1,37.5,5,3,0.9,0,1,0,0,0,0,0,1,100,noband,0.65,test
70,43,0.233,16,77,0.818,28,15.9,2125,46.5,37.6,3,1.75,0.6,0,1,0,0,0,0,0,1,100,noband,0.878,train
40,47,0.2,16.53,78,0.812,24,0,2189,58.8,41.2,0,2,0.8,1,0,0,0,0,0,0,1,100,noband,0.936,test
32.5,45,0.233,14,94,0.625,25,0,1800,66.7,33.3,0,2.1,1,1,0,0,0,0,0,0,1,100,band,0.264,test
40,47,0.267,15,88,0.5,34,0,1700,62.5,37.5,0,0,0,1,0,0,0,0,0,0,1,100,band,0.348,test
40,46,0.3,15,70,0.75,50,0,1800,53.9,46.1,0,2.5,1,0,0,0,0,0,1,0,1,100,band,0.634,test
40,50,0.233,14,70,0.75,45,0,1800,60.2,39.8,0,2.5,1,0,0,0,0,0,1,0,1,100,band,0.67,test
45,41,0.2,15,78,0.75,20,14.6,1800,48.5,36.9,0,2.5,1,0,0,1,0,0,0,0,1,100,noband,0.548,test
45,42,0.2,14,75,1,20,11.2,1800,51,37.8,8,2.5,1,0,0,0,1,0,0,0,1,100,noband,0.922,train
45,42,0.333,14,75,1,20,0,1800,58.9,41.1,8,3,2,0,0,0,1,0,0,0,1,100,noband,0.83,train
45,41,0.333,15.8,78,1,40,0,2300,62.5,37.5,4,2.5,1.4,0,0,0,1,0,0,0,1,100,noband,0.826,train
45,41,0.2,14.6,74,1,32,21,2300,47.6,31.4,4,2.5,1.1,0,0,0,1,0,0,0,1,96.77,noband,0.796,test
45,42,0.4,14.8,72,0.625,20,0,1800,58.8,41.2,0,2.5,0.9,0,0,1,0,0,0,0,1,106.25,noband,0.372,test
50,42,0.267,16,88,0.75,33,11.5,1650,52.1,36.4,0,2.5,1,0,0,0,0,1,0,0,1,106.25,noband,0.856,train
50,42,0.3,17,88,0.75,30,0,1600,62.5,27.5,5,2.6,1,0,0,0,0,1,0,0,1,106.25,band,0.488,test
50,42,0.233,15,90,1,35,0,1650,55.5,44.5,0,2.5,1,0,0,0,0,1,0,0,1,100,band,0.304,test
50,42,0.367,15.5,73,0.625,20,3.6,1800,60.2,36.2,0,2.5,0.9,0,0,1,0,0,0,0,1,106.25,noband,0.514,test
45,42,0.3,15,70,0.812,40,0,1500,58.8,41.2,3,2,1,1,0,0,0,0,0,0,1,100,band,0.216,train
40,42,0.2,12.7,84,0.5,32,0,1750,62.5,37.5,0,2.5,0.9,0,0,0,0,0,1,0,1,100,noband,0.764,train
40,42,0.333,15.5,64,0.625,20,10.5,1550,52.6,36.9,0,2,0.6,0,0,0,0,0,1,0,1,106.25,noband,0.936,train
40,42,0.333,16,78,0.625,20,0,1550,62.5,37.5,0,2.5,1,0,0,0,0,0,1,0,1,106.25,noband,0.832,train
32,42,0.233,16,70,0.625,46,0,1350,60.2,39.8,0,3,1,0,0,1,0,0,0,0,1,100,noband,0.782,test
32,42,0.233,16,70,0.625,48,0,1350,63.9,36.1,0,3,1,0,0,1,0,0,0,0,1,100,noband,0.86,train
67.5,50,0.167,16.5,73,0.875,20,18.1,1800,47.6,34.3,0,2.5,0.8,0,0,1,0,0,0,0,1,110.71,band,0.292,train
45,60,0.3,16,88,0.75,33,0,1500,56.8,43.2,0,2.9,1.1,0,0,0,0,0,1,0,1,103.22,band,0.086,train
42,42,0.267,14.5,78,1,28,0,1800,61.7,38.3,0,2.5,2,0,0,0,0,0,1,0,1,100,band,0.246,train
45,40,0.3,16,89,0.625,22,0,1300,60,40,1,2.5,1,0,0,0,0,0,1,0,1,106.45,band,0.414,test
45,42,0.267,14,89,0.75,26,0,1450,58.8,41.2,1,2.5,1,0,0,0,0,0,1,0,1,103.22,band,0.136,train
45,42,0.367,16,83,0.625,30,0,1950,58.8,41.2,0,2.5,1,0,0,0,0,0,1,0,1,106.45,band,0.222,train
45,41,0.267,13.3,70,0.75,50,0,1700,60.2,39.8,0,3,0.8,0,0,0,0,1,0,0,1,117.85,noband,0.748,test
45,41,0.267,13.3,70,0.75,50,0,1700,63.9,36.1,0,3,0.7,0,0,0,0,1,0,0,1,117.85,noband,0.83,train
35,42,0.2,15.5,80,1,26,0,1800,62.5,37.5,3,2.5,2,0,0,0,0,0,1,0,1,100,noband,0.552,test
65,50,0.2,15.1,75,0.625,20,19,1800,47.6,33.4,0,2.7,0.6,0,0,1,0,0,0,0,1,110.71,noband,0.726,train
55,40,0.3,15.1,69,0.625,20,19.5,1450,44.2,36.3,0,2.5,0.9,0,0,1,0,0,0,0,1,106.45,noband,0.54,test
62,52,0.433,15,78,0.75,28,5.9,1400,58.8,35.3,4,2.5,0.8,0,0,0,0,0,1,0,1,103.22,band,0.184,train
37.5,42,0.2,16,70,0.375,28,0,2400,58.8,41.2,3,3,0.8,1,0,0,0,0,0,0,1,106.45,band,0.892,test
40,54,0.267,22.2,77,0.625,32,6.25,1000,56.25,37.5,0,3,1.2,0,0,0,0,0,1,0,1,106.45,band,0.182,train
37.5,40,0.2,14,80,0.25,24,0,2400,58.8,41.2,2,2.5,0.8,1,0,0,0,0,0,0,1,106.45,noband,0.938,train
50,40,0.3,15,72,0.75,30,0,2233,58.8,41.2,8,1.5,1,0,1,0,0,0,0,0,1,106.45,noband,0.924,test
50,40,0.233,15,88,0.75,30,0,2233,58.8,41.2,8,3,1,0,1,0,0,0,0,0,1,106.45,noband,0.954,train
45,41,0.2,16.1,74,1,30,0,1800,62.5,37.5,1,2.5,1.2,1,0,0,0,0,0,0,1,106.45,noband,0.712,test
50,41,0.2,15.7,80,1,43,0,1800,62.5,37.5,1,2.5,1.5,1,0,0,0,0,0,0,1,106.45,noband,0.886,train
30,41,0.333,15.5,74,0.812,30,2.5,1900,58,39.5,4.5,1.9,1.3,1,0,0,0,0,0,0,1,114.28,noband,0.87,train
40,41,0.267,15.5,76,0.75,28,3.6,1750,60.2,36.1,4,3,1,0,0,0,0,0,1,0,1,117.85,noband,0.822,train
52,52,0.267,16,78,0.75,30,14.1,1250,50.5,53.4,0,3,0.9,0,0,1,0,0,0,0,1,103.22,band,0.264,test
45,62,0.233,15,76,0.75,50,0,1500,58.8,41.2,0,3,1.2,0,0,0,0,1,0,0,1,103.225,band,0.198,train
40,58,0.2,17,75,0.056,30,0,1900,58.8,41.2,0,2.6,1.4,1,0,0,0,0,0,0,1,103.225,band,0.43,test
60,60,0.233,15,80,0.75,56,14.3,1380,47.6,38.1,0,3,1,0,0,0,0,1,0,0,1,106.4,noband,0.556,test
47.5,65,0.2,14,80,0.5,27,11.5,1725,52.1,36.4,3,3,0.9,0,0,1,0,0,0,0,1,103.125,noband,0.428,test
40,58,0.2,15.5,84,0.375,25,9,2000,52.8,38.2,5,3,1.1,0,0,0,1,0,0,0,1,103.125,noband,0.842,test
40,62,0.2,13.7,91,0.375,32,5.6,2300,55.6,38.9,2,2.5,1,0,1,0,0,0,0,0,1,100,noband,0.958,train
40,62,0.2,14.9,80,0.5,28,3.4,2303,56.8,39.8,2,2.5,0.6,0,1,0,0,0,0,0,1,100,noband,0.964,test
45,58,0.2,15,75,0.625,20,10.5,2100,52.6,36.8,0,2.5,0.7,0,1,0,0,0,0,0,1,103.125,noband,0.972,train
45,58,0.2,15,72,0.625,25,10.5,2100,52.6,36.8,5,2.5,0.8,0,1,0,0,0,0,0,1,103.125,noband,0.976,train
42,58,0.233,16,78,0.5,25,0,1800,58.8,41.2,5,2.5,1,0,0,1,0,0,0,0,1,103.125,noband,0.468,test
27.5,41,0.267,17.58,80,0.75,50,3.4,1490,56.8,39.8,0,3,1,0,0,0,1,0,0,0,1,103.125,noband,0.88,train
35,41,0.267,16.66,78,0.75,50,7.6,1490,54.3,38,0,3,1,0,0,0,1,0,0,0,1,106.7,noband,0.952,train
60,60,0.2,15,80,0.75,50,10.4,1380,47.2,42.5,0,3,1,0,0,0,0,1,0,0,1,106.5,noband,0.482,test
40,60,0.2,15,80,0.625,50,0,1400,58.8,41.2,0,3,0.6,0,0,1,0,0,0,0,1,103.1,noband,0.762,train
40,62,0.3,16.1,82,0.812,30,5.7,1800,56.8,37.5,10,0.7,0.5,1,0,0,0,0,0,0,1,106.5,noband,0.874,train
40,62,0.233,16.1,78,0.562,25,5.5,1800,55,39.5,0,1.6,1.5,1,0,0,0,0,0,0,1,103.23,noband,0.822,test
45,57,0.233,15,88,0.562,30,10.4,1900,52.1,37.5,0,2.5,1.8,1,0,0,0,0,0,0,1,100,noband,0.728,test
40,59,0.3,16.4,85,0.812,30,0,1900,58.8,41.2,10,2,0.8,1,0,0,0,0,0,0,1,96.88,noband,0.72,test
42.5,47,0.2,16.2,78,0.75,30,0,2100,56.2,43.8,0,2.5,1.2,0,1,0,0,0,0,0,1,110,band,0.178,train
40,68,0.2,14.8,90,1,30,0,1440,58.8,41.2,0,2.5,1,0,0,0,0,0,1,0,1,103.13,band,0.09,train
40,60,0.2,15,85,1,25,6.9,2100,54,39.1,0,2.5,1.2,0,0,0,1,0,0,0,1,103.13,band,0.792,test
50,60,0.267,16,78,0.5,28,4.5,1520,53,42,0,2.5,1.5,0,0,1,0,0,0,0,1,106.2,band,0.154,train
40,63,0.233,15.8,80,0.75,30,10.5,2000,52.6,36.9,0,3,1,0,1,0,0,0,0,0,1,109.7,band,0.316,train
40,60,0.2,14.5,85,1,35,0,1250,58.8,41.2,2.5,1.5,1,1,0,0,0,0,0,0,1,100,band,0.108,train
40,69,0.2,14.5,76,0.625,22,0,1250,58.8,41.2,1,2.5,1,0,0,0,1,0,0,0,1,100,band,0.234,test
45,61,0.2,14,98,0.75,30,0,1600,58.8,41.2,2,2.4,0.9,1,0,0,0,0,0,0,1,100,band,0.402,test
55,61,0.283,21,78,1,28,0,1500,58.8,41.2,3,2.5,0.7,0,0,0,1,0,0,0,1,100,band,0.12,train
42.5,52,0.2,16,82,0.75,30,0,2150,58.8,41.2,0,2.5,1,0,1,0,0,0,0,0,1,110,band,0.268,train
50,47,0.2,15,80,0.625,28,0,1750,59,41,0,1,1,0,0,0,0,1,0,0,1,91.89,band,0.174,train
55,44,0.2,15,70,0.625,28,8.2,1700,51,40.8,0,2.5,2,0,0,0,0,0,1,0,1,100,band,0.618,test
40,40,0.3,14.9,75,0.625,28,4.3,2000,53.2,42.5,4,2.5,1.5,1,0,0,0,0,0,0,1,117.86,band,0.248,train
40,47,0.2,14.5,85,0.75,25,10.5,1850,52.6,36.9,2,0,0,0,0,1,0,0,0,0,1,110,band,0.19,train
40,49,0.3,17,75,0.625,30,0,1600,58.8,41.2,0,2.5,0.65,0,1,0,0,0,0,0,1,109.6,band,0.204,train
50,40,0.2,15.2,78,1,24,0,1850,58.8,41.2,0,2.9,1.1,0,0,0,0,0,1,0,1,103.13,band,0.266,train
40,65,0.2,15,80,0.625,50,10.4,1640,47.2,42.4,1,3,1.5,0,0,0,0,0,0,0,1,103.13,band,0.502,test
30,40,0.2,14,73,0.562,30,0,1800,58.8,41.2,0,0,0,1,0,0,0,0,0,0,1,100,band,0.152,train
45,63,0.267,15,80,0.75,50,0,1470,58.8,41.2,2,3,1,0,0,1,0,0,0,0,1,100,band,0.184,train
37.5,65,0.2,16,80,0.625,50,6.6,1640,54.9,38.5,3,3,1,0,0,0,0,0,0,0,1,103.13,band,0.632,test
40,39,0.2,15,83,0.625,30,0,2000,58.1,41.9,1,2.5,0.6,0,0,0,1,0,0,0,1,100,band,0.254,train
40,39,0.2,15,72,0.375,30,0,2000,58.1,41.9,1,2.5,0.3,0,0,0,1,0,0,0,1,109.9,band,0.266,test
40,59,0.25,15,80,0.75,40,13.3,1750,51,35.7,0,2.2,0.7,0,0,1,0,0,0,0,1,100,band,0.524,test
