Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Rawah_Wilderness_Area_1,Comanche_Peak_Wilderness_Area_1,Cache_la_Poudre_Wilderness_Area_1,Soil_Type_10_1,Soil_Type_12_1,Soil_Type_22_1,Soil_Type_23_1,Soil_Type_29_1,Soil_Type_30_1,Soil_Type_32_1,Soil_Type_33_1,dup_Elevation,dup_Aspect,dup_Slope,dup_Horizontal_Distance_To_Hydrology,dup_Vertical_Distance_To_Hydrology,dup_Horizontal_Distance_To_Roadways,dup_Hillshade_9am,dup_Hillshade_Noon,dup_Hillshade_3pm,dup_Horizontal_Distance_To_Fire_Points,dup_Rawah_Wilderness_Area_1,dup_Comanche_Peak_Wilderness_Area_1,dup_Cache_la_Poudre_Wilderness_Area_1,dup_Soil_Type_10_1,dup_Soil_Type_12_1,dup_Soil_Type_22_1,dup_Soil_Type_23_1,dup_Soil_Type_29_1,dup_Soil_Type_30_1,dup_Soil_Type_32_1,dup_Soil_Type_33_1,class,prob,sample
691,327,257,183,290,240,971,877,385,192,0,0,0,0,0,0,0,0,0,0,1,418,97,318,298,354,195,838,739,405,282,1,0,0,0,0,0,0,0,1,0,0,-1,2.2952918555671398e-9,test
604,266,257,224,267,697,964,842,362,252,1,0,0,0,0,0,0,1,0,0,0,357,189,45,258,222,373,873,920,582,374,0,1,0,0,0,0,0,0,0,0,0,-1,1.1098376267157674e-4,test
509,341,227,21,228,596,960,897,433,856,1,0,0,0,0,0,0,1,0,0,0,616,472,121,289,302,701,889,960,590,233,1,0,0,0,0,0,0,1,0,0,0,-1,4.5414706033628974e-8,train
652,794,182,202,159,471,728,940,763,174,1,0,0,0,0,0,0,1,0,0,0,648,924,121,275,185,152,791,901,661,116,0,0,0,0,0,0,0,0,0,0,0,-1,6.127849530313809e-10,train
572,278,151,215,276,45,932,893,472,184,1,0,0,0,0,0,1,0,0,0,0,711,780,182,61,252,818,728,948,767,93,1,0,0,0,0,0,0,0,0,0,0,-1,8.796685489088206e-12,test
590,361,106,125,271,156,916,928,535,382,1,0,0,0,0,0,0,1,0,0,0,710,58,106,386,236,508,846,881,574,137,0,1,0,0,0,1,0,0,0,0,0,-1,5.016339997533238e-9,train
597,774,151,516,294,793,763,952,735,465,1,0,0,0,0,0,0,1,0,0,0,599,255,212,442,289,211,952,850,397,346,1,0,0,0,0,0,0,1,0,0,0,-1,9.121759564336943e-9,test
615,524,242,86,236,414,861,983,629,148,0,1,0,0,0,0,0,0,0,0,1,544,888,303,156,289,581,645,853,751,351,1,0,0,0,0,0,0,0,1,0,0,-1,3.1391375392907044e-9,train
558,322,242,221,327,330,968,877,393,272,0,1,0,0,0,0,0,0,0,0,0,570,930,167,64,241,110,771,889,665,163,0,0,0,0,0,1,0,0,0,0,0,-1,1.299588358907726e-5,train
587,888,212,259,308,86,720,889,716,80,0,0,0,0,0,1,0,0,0,0,0,615,169,106,184,252,216,889,885,523,216,1,0,0,0,0,0,0,1,0,0,0,-1,8.271924803322103e-10,test
703,216,151,192,296,38,920,869,464,80,0,0,0,0,0,0,0,0,0,0,0,470,228,469,212,401,235,960,665,118,209,0,1,0,0,0,0,0,0,0,0,0,-1,4.458391664084778e-6,test
664,111,121,380,280,653,869,877,539,346,1,0,0,0,0,0,0,1,0,0,0,657,308,272,43,243,135,975,857,362,307,0,0,0,0,0,0,1,0,0,0,0,-1,3.891728700170447e-10,train
555,683,182,519,159,129,767,979,755,213,0,1,0,0,0,0,0,0,0,1,0,423,327,197,150,234,295,952,897,448,111,0,1,0,0,0,0,0,0,0,0,0,-1,5.951026596309578e-4,test
735,838,182,215,330,141,732,920,743,197,0,0,0,0,0,0,1,0,0,0,0,476,624,121,21,227,305,822,975,692,363,1,0,0,0,0,0,0,0,0,0,0,-1,7.235849661928679e-10,train
377,988,318,215,347,152,720,779,590,248,0,1,0,0,0,0,0,0,0,0,1,644,563,212,282,306,28,834,991,676,295,0,1,0,0,0,0,1,0,0,0,0,-1,1.2139157798953232e-5,test
560,25,288,77,248,324,767,783,539,178,0,1,0,0,0,1,0,0,0,0,0,458,971,151,387,367,388,794,881,625,210,0,1,0,0,0,0,0,0,0,1,0,-1,7.014317838205602e-5,train
550,902,288,305,323,449,661,846,728,254,0,1,0,0,0,0,0,0,0,0,0,485,735,288,30,237,588,661,964,842,88,1,0,0,0,0,0,0,1,0,0,0,-1,6.916337908932845e-6,test
371,389,167,0,223,82,932,932,507,168,1,0,0,0,0,0,0,0,0,0,0,670,957,348,198,288,623,661,775,641,225,1,0,0,0,0,0,0,0,0,0,0,-1,1.1973882072254528e-8,test
742,413,272,240,315,317,944,928,468,287,0,1,0,0,0,0,0,0,0,1,0,632,541,197,91,241,750,853,983,649,182,1,0,0,0,0,0,0,1,0,0,0,-1,8.799115343427278e-10,test
194,405,409,250,374,176,964,881,350,97,0,0,1,0,0,0,0,0,0,0,0,633,524,136,184,243,164,869,971,629,264,1,0,0,0,0,0,1,0,0,0,0,-1,6.630704911410305e-4,test
256,552,242,204,332,153,834,991,669,149,0,0,1,0,0,0,0,0,0,0,0,390,516,167,21,218,228,873,975,621,13,0,1,0,0,0,0,0,0,0,0,0,1,0.9377654641657454,test
574,624,76,695,381,806,838,964,665,786,1,0,0,0,0,0,0,0,0,0,0,381,189,61,68,221,129,881,909,558,816,1,0,0,0,0,0,0,1,0,0,0,-1,1.0447817349544536e-5,test
697,175,76,152,225,887,885,901,547,60,1,0,0,0,0,0,1,0,0,0,0,684,899,242,380,236,525,696,869,716,196,0,1,0,0,0,1,0,0,0,0,0,-1,1.1911473211445696e-10,test
431,400,61,163,208,202,889,940,578,159,1,0,0,0,0,0,1,0,0,0,0,590,430,121,228,280,326,905,948,566,180,0,1,0,0,0,0,0,0,0,1,0,-1,8.385892114745947e-7,test
574,314,303,192,315,134,979,850,338,145,0,1,0,0,0,0,0,0,0,1,0,538,846,91,130,265,506,802,932,676,661,1,0,0,0,1,0,0,0,0,0,0,-1,3.312762485280964e-8,test
583,211,151,61,239,420,912,873,476,200,0,1,0,0,0,0,0,0,0,1,0,694,752,167,493,400,182,755,960,751,379,0,1,0,0,0,0,0,0,0,0,0,-1,1.5004491059873126e-6,test
627,785,136,299,284,323,763,948,732,352,0,1,0,0,0,0,0,0,0,1,0,601,89,136,21,226,203,857,869,543,71,1,0,0,0,0,0,1,0,0,0,0,-1,1.3133668606918235e-9,test
555,375,15,0,223,341,869,936,602,234,1,0,0,0,0,0,0,1,0,0,0,546,114,212,240,240,646,869,818,468,470,1,0,0,0,0,0,1,0,0,0,0,-1,2.74908010276637e-10,test
685,574,136,438,294,75,842,975,665,119,0,1,0,0,0,0,0,0,0,1,0,621,996,257,68,234,496,759,814,586,426,0,1,0,0,0,0,0,0,0,0,0,-1,3.45879161461914e-8,train
430,649,61,86,216,237,838,956,661,559,1,0,0,0,1,0,0,0,0,0,0,622,67,212,107,205,378,834,822,515,163,0,1,0,0,0,1,0,0,0,0,0,-1,1.6632589028233133e-7,train
217,927,212,43,231,19,732,865,680,127,0,0,1,1,0,0,0,0,0,0,0,548,375,106,195,270,685,909,932,543,785,1,0,0,0,1,0,0,0,0,0,0,-1,3.06027230767614e-4,test
483,347,363,68,267,167,991,842,295,242,0,1,0,0,0,0,0,0,0,0,1,657,311,242,224,329,731,968,873,393,213,1,0,0,0,0,0,0,1,0,0,0,-1,3.491425824990182e-8,test
451,36,182,48,236,373,818,846,558,621,1,0,0,0,1,0,0,0,0,0,0,538,272,182,89,253,540,944,877,437,246,1,0,0,0,1,0,0,0,0,0,0,-1,1.6089661207357426e-8,test
554,153,197,154,287,800,897,830,444,548,1,0,0,0,0,0,0,1,0,0,0,516,874,121,21,225,270,787,920,684,110,0,1,0,0,0,0,0,0,0,0,0,-1,4.826279813120188e-6,test
601,888,182,122,226,520,747,901,704,121,0,1,0,0,0,1,0,0,0,0,0,777,749,15,310,334,245,850,936,629,303,0,1,0,0,0,0,0,0,0,0,0,-1,1.8200712217596677e-7,test
688,694,272,271,359,234,704,983,814,316,0,1,0,0,0,0,0,0,0,0,1,436,261,242,43,237,213,956,846,382,336,1,0,0,0,1,0,0,0,0,0,0,-1,1.7270153911729057e-8,test
643,214,61,211,279,477,889,909,555,405,1,0,0,0,0,0,0,1,0,0,0,782,186,167,150,241,241,909,857,468,484,0,0,0,0,0,0,0,0,0,0,0,-1,1.1391742374205246e-10,test
554,774,454,107,276,355,488,897,924,359,0,1,0,0,0,0,0,0,0,0,1,509,80,257,395,268,352,834,791,472,293,1,0,0,0,0,0,0,1,0,0,0,-1,2.3728309880618818e-8,test
698,819,121,240,323,634,779,936,708,198,1,0,0,0,0,0,0,0,0,0,0,162,877,363,109,284,152,582,830,783,100,0,0,1,1,0,0,0,0,0,0,0,-1,2.1530587505858465e-4,train
370,283,272,21,234,187,971,846,354,124,0,1,0,0,0,0,0,0,0,0,0,620,33,227,280,355,382,798,818,551,362,0,1,0,0,0,0,0,0,0,1,0,-1,0.00298048800959938,train
663,422,61,116,236,497,881,940,594,635,1,0,0,0,0,0,0,1,0,0,0,374,544,439,86,187,68,783,979,653,121,0,1,0,0,0,0,0,0,0,0,0,-1,1.9906696875768438e-5,test
530,180,151,258,270,607,905,869,484,874,1,0,0,0,1,0,0,0,0,0,0,741,205,136,232,297,256,909,877,492,253,1,0,0,0,0,0,0,0,0,0,0,-1,8.748123238494845e-10,test
362,180,257,107,265,212,920,794,374,77,0,1,0,0,0,0,0,0,0,0,0,642,103,151,48,232,155,865,861,523,682,0,0,0,0,0,1,0,0,0,0,0,-1,4.902107967970714e-5,train
624,835,318,136,308,38,621,889,810,264,0,0,0,0,0,1,0,0,0,0,0,567,3,257,231,174,135,763,810,582,284,0,1,0,0,0,0,0,0,0,1,0,-1,3.69310393527427e-8,test
552,905,45,0,223,15,830,924,641,138,1,0,0,0,0,0,1,0,0,0,0,615,577,151,0,223,230,838,983,673,312,0,1,0,0,0,0,0,0,0,0,0,-1,9.603035856375786e-9,train
414,119,197,173,247,174,873,834,480,244,1,0,0,0,0,0,1,0,0,0,0,381,194,106,21,218,128,897,889,519,218,0,1,0,0,0,0,0,0,0,0,0,-1,6.375886254987089e-5,test
564,50,91,286,307,528,850,893,586,211,1,0,0,0,0,0,0,1,0,0,0,536,183,151,150,227,705,905,861,476,303,1,0,0,0,0,0,0,1,0,0,0,-1,3.5024800719499714e-9,test
421,225,212,228,294,331,936,842,409,310,0,1,0,1,0,0,0,0,0,0,0,420,386,484,89,310,207,975,826,252,137,0,1,0,0,0,0,0,0,0,0,0,-1,0.3796753405451257,test
833,111,61,287,370,407,865,909,578,255,1,0,0,0,0,0,0,0,0,0,0,468,78,167,413,316,467,850,846,527,379,0,1,0,1,0,0,0,0,0,0,0,-1,1.3847153363825732e-7,train
552,336,167,61,243,105,940,909,476,333,1,0,0,0,0,0,0,1,0,0,0,587,241,121,30,227,656,912,893,500,100,1,0,0,0,0,0,0,1,0,0,0,-1,9.469459294792726e-10,train
589,522,121,152,292,414,869,971,625,54,0,1,0,0,0,0,0,0,0,1,0,569,194,76,536,316,752,885,905,551,847,1,0,0,0,0,0,0,1,0,0,0,-1,4.815801113680784e-8,test
623,974,151,193,250,71,794,877,625,116,0,0,0,0,0,1,0,0,0,0,0,669,444,318,96,248,591,928,940,480,434,0,1,0,0,0,1,0,0,0,0,0,-1,1.4697847475858176e-8,test
594,69,182,77,249,404,838,838,527,171,0,1,0,0,0,0,0,0,0,0,0,283,708,303,261,425,145,669,975,842,59,0,0,1,1,0,0,0,0,0,0,0,-1,0.08030487852317858,test
510,261,212,86,252,456,948,857,405,586,1,0,0,0,0,0,0,1,0,0,0,662,0,61,236,338,697,842,912,614,276,1,0,0,0,0,0,0,1,0,0,0,-1,3.6563069258813146e-9,test
606,436,394,192,323,67,936,912,417,229,0,1,0,0,0,1,0,0,0,0,0,758,500,167,250,239,335,881,971,606,66,0,1,0,0,0,0,0,0,0,0,0,-1,7.369295135046327e-7,train
562,902,197,137,259,578,732,885,700,329,1,0,0,0,0,0,0,1,0,0,0,670,674,212,144,244,314,755,983,767,108,0,1,0,0,0,0,0,0,0,1,0,-1,5.464463440165307e-8,train
582,494,91,195,210,368,877,960,610,200,0,1,0,0,0,0,1,0,0,0,0,698,64,227,77,263,249,826,810,507,322,1,0,0,0,0,0,0,0,0,0,0,-1,1.9900629902791118e-9,test
640,530,15,61,231,136,861,940,617,266,1,0,0,0,0,1,0,0,0,0,0,584,211,151,125,250,283,912,873,476,181,1,0,0,0,0,0,0,1,0,0,0,-1,3.808429872673918e-11,train
656,333,167,64,221,494,944,905,468,647,1,0,0,0,0,0,0,1,0,0,0,561,186,121,307,244,607,897,881,507,655,1,0,0,0,1,0,0,0,0,0,0,-1,8.611541030190304e-10,train
589,69,151,30,231,136,846,861,551,222,0,0,0,0,0,1,0,0,0,0,0,677,150,363,144,289,578,889,716,299,462,1,0,0,0,0,1,0,0,0,0,0,-1,2.8497637778627858e-11,train
619,907,106,533,111,119,802,916,661,137,0,0,0,0,0,1,0,0,0,0,0,456,164,167,405,199,105,897,857,476,373,1,0,0,0,0,0,0,1,0,0,0,-1,2.839397203723837e-8,test
436,305,121,129,243,194,920,909,507,275,1,0,0,0,1,0,0,0,0,0,0,526,314,272,215,354,42,975,861,370,99,1,0,0,0,0,0,0,1,0,0,0,-1,7.033756213381032e-8,train
570,366,167,183,253,655,936,920,488,486,1,0,0,0,0,0,0,1,0,0,0,390,727,45,0,223,252,830,948,661,387,1,0,0,0,0,0,0,0,0,0,0,-1,5.278798370604743e-7,test
503,419,106,258,315,317,905,944,562,244,1,0,0,0,1,0,0,0,0,0,0,635,713,45,173,241,268,834,948,657,366,0,1,0,0,0,0,0,0,0,1,0,-1,1.3858635154817764e-7,test
780,500,167,734,314,468,881,971,606,150,0,1,0,0,0,0,0,0,0,0,0,360,111,106,137,219,42,869,881,547,180,1,0,0,0,0,0,0,0,0,0,0,-1,1.4435052858183779e-5,test
644,44,61,21,226,773,850,909,598,297,1,0,0,0,0,0,1,0,0,0,0,638,622,257,152,240,266,771,999,751,101,0,1,0,0,0,0,0,0,0,1,0,-1,5.661060405817259e-9,test
651,921,151,167,192,179,771,893,669,115,0,0,0,0,0,0,0,0,0,0,0,834,647,106,167,343,404,818,971,688,278,1,0,0,0,0,0,0,0,0,0,0,-1,8.654502936420315e-11,test
431,72,151,236,241,149,846,857,543,299,1,0,0,0,0,0,0,1,0,0,0,566,255,91,204,257,734,905,905,523,827,1,0,0,0,1,0,0,0,0,0,0,-1,1.394117764703781e-8,train
407,907,76,21,227,211,818,920,649,163,1,0,0,0,0,0,0,0,0,0,0,686,913,348,116,213,534,621,810,724,219,1,0,0,0,0,0,0,1,0,0,0,-1,1.0139633970147109e-9,test
522,155,333,21,222,252,897,739,323,320,0,1,0,0,0,0,0,0,0,0,0,604,436,288,721,452,444,932,940,488,226,0,1,0,0,0,0,0,0,0,0,1,-1,1.79190392370711e-4,train
748,444,257,116,301,129,924,948,511,159,0,0,0,0,0,0,0,0,0,0,0,571,42,197,250,431,782,818,834,547,688,1,0,0,0,0,0,0,0,0,0,0,-1,4.464344322410348e-9,test
538,433,136,192,314,564,909,948,558,215,1,0,0,0,1,0,0,0,0,0,0,668,261,106,257,270,189,909,905,519,306,0,0,0,0,0,0,1,0,0,0,0,-1,2.6291900718810763e-9,test
540,258,348,307,398,64,979,775,252,205,1,0,0,0,0,0,0,0,1,0,0,282,153,167,86,258,92,893,846,472,151,0,1,0,1,0,0,0,0,0,0,0,-1,9.855879021068753e-4,test
657,336,303,136,332,149,983,861,350,163,1,0,0,0,0,0,0,0,1,0,0,477,361,121,240,253,345,920,928,527,369,1,0,0,0,1,0,0,0,0,0,0,-1,6.027016684561339e-9,test
558,713,167,319,299,765,767,971,747,552,1,0,0,0,0,0,0,1,0,0,0,574,827,76,43,226,781,814,936,669,295,1,0,0,0,0,1,0,0,0,0,0,-1,4.171191817055429e-9,test
450,56,227,77,292,25,818,814,523,79,1,0,0,0,0,0,0,0,1,0,0,461,544,182,30,227,248,853,983,649,321,0,1,0,0,0,0,0,0,0,0,0,-1,2.8923062692493206e-5,train
446,180,182,357,310,63,912,846,444,159,0,1,0,0,0,0,0,0,0,0,0,346,211,182,215,254,59,920,857,448,398,1,0,0,0,0,0,0,1,0,0,0,-1,0.001868972143105833,test
701,982,61,130,258,27,834,912,617,125,0,1,0,0,0,0,0,0,0,1,0,431,200,212,228,210,140,924,838,417,333,1,0,0,0,0,0,0,1,0,0,0,-1,9.15665044265512e-9,test
697,31,182,215,336,102,814,846,566,274,0,0,0,0,0,0,0,0,0,0,1,557,25,182,109,232,238,810,846,574,271,0,1,0,0,0,0,0,0,0,1,0,-1,3.454173304294254e-9,test
694,824,212,336,252,754,712,924,763,245,1,0,0,0,0,1,0,0,0,0,0,597,605,167,334,191,828,818,987,700,401,1,0,0,0,0,0,0,1,0,0,0,-1,8.875224417247094e-11,train
489,713,575,193,389,340,429,909,960,100,0,1,0,0,0,0,0,0,0,0,0,767,250,151,619,461,107,924,881,472,9,0,0,0,0,0,0,0,0,0,0,0,-1,1.0336700155244523e-5,test
758,821,318,662,542,566,621,901,822,340,0,1,0,0,0,0,0,0,0,0,0,730,502,197,501,374,399,881,975,606,161,0,1,0,0,0,0,0,0,0,0,1,-1,2.565832982324503e-7,test
775,297,182,77,239,332,944,885,444,512,1,0,0,0,0,0,0,0,0,0,0,575,824,182,414,192,237,735,928,743,290,0,1,0,0,0,0,0,0,0,0,0,-1,3.353865049435798e-8,test
770,427,167,224,481,375,920,948,539,78,0,1,0,0,0,0,0,0,0,1,0,718,400,257,590,454,362,952,920,452,337,0,1,0,0,0,0,0,0,0,0,1,-1,4.189711503362291e-9,test
639,358,197,116,280,740,948,912,460,27,1,0,0,0,0,0,0,1,0,0,0,394,433,182,251,285,128,920,948,535,347,1,0,0,0,1,0,0,0,0,0,0,-1,1.207247426466624e-7,test
434,333,167,215,245,286,944,905,468,363,0,1,0,0,0,0,0,0,0,0,0,626,491,257,21,214,322,889,971,582,484,1,0,0,0,0,1,0,0,0,0,0,-1,1.1853067387899226e-5,train
467,142,378,21,237,197,877,696,295,257,0,1,0,0,0,0,0,0,0,0,0,109,894,121,0,223,198,787,912,676,105,0,0,1,0,0,0,0,0,0,0,0,-1,0.8282994866202057,test
534,136,318,43,221,172,881,747,362,184,0,1,0,0,0,0,0,0,0,0,0,516,483,348,107,270,63,889,960,543,148,0,1,0,0,0,0,0,0,0,0,0,-1,0.002461703886984724,train
558,669,76,459,325,858,830,960,673,828,1,0,0,0,0,0,0,1,0,0,0,457,153,212,43,234,324,897,826,441,414,1,0,0,0,0,0,1,0,0,0,0,-1,7.407723124721819e-8,test
599,61,167,107,275,181,838,850,543,403,0,1,0,0,0,1,0,0,0,0,0,503,50,212,240,263,274,818,826,535,218,0,1,0,0,0,0,0,0,0,0,0,-1,2.0772091718474396e-5,test
727,735,136,347,352,134,779,960,728,372,0,1,0,0,0,0,0,0,0,1,0,697,710,61,508,382,259,826,952,669,320,0,1,0,0,0,0,0,0,0,0,0,-1,7.803169269904197e-8,test
670,955,45,21,227,840,838,920,625,191,1,0,0,0,0,0,0,0,0,0,0,483,178,303,21,218,45,920,767,330,215,1,0,0,0,0,0,0,1,0,0,0,-1,4.581381878790416e-9,train
603,8,288,0,223,166,751,791,566,345,0,1,0,0,0,0,0,0,0,0,0,589,949,227,77,258,667,739,853,657,67,1,0,0,0,0,0,0,0,1,0,0,-1,2.3147451892097704e-8,test
750,788,136,538,355,131,767,948,728,318,0,1,0,0,0,0,0,0,0,1,0,349,849,257,183,337,80,673,897,771,101,0,0,1,1,0,0,0,0,0,0,0,-1,1.1501742547944558e-5,test
428,844,272,96,290,383,665,897,783,163,0,1,0,1,0,0,0,0,0,0,0,386,702,363,21,234,167,629,975,869,113,0,1,0,0,0,0,0,0,0,0,0,-1,0.12262692730712052,test
888,905,212,365,511,430,732,881,700,186,1,0,0,0,0,0,0,0,0,0,0,602,225,91,150,217,476,897,905,535,755,1,0,0,0,0,0,0,0,0,0,0,-1,8.22400184662265e-12,test
765,341,333,86,258,578,987,850,319,521,0,1,0,0,0,0,0,0,0,0,1,439,524,106,64,254,199,869,968,629,297,1,0,0,0,1,0,0,0,0,0,0,-1,2.4066229258515156e-8,test
710,194,257,182,307,161,928,806,370,373,0,1,0,0,0,0,0,0,0,1,0,467,924,76,156,263,239,818,916,645,257,1,0,0,0,1,0,0,0,0,0,0,-1,8.838255315735514e-9,test
574,208,76,579,329,769,889,909,551,849,1,0,0,0,0,0,0,1,0,0,0,472,344,136,322,248,250,924,920,507,153,1,0,0,0,1,0,0,0,0,0,0,-1,6.246287752896014e-7,train
538,672,167,152,258,799,779,979,743,385,1,0,0,0,0,0,0,1,0,0,0,329,36,409,43,230,174,720,680,460,111,0,1,0,1,0,0,0,0,0,0,0,-1,9.553490958109734e-5,test
421,413,15,0,223,310,869,936,606,85,0,1,0,0,0,0,0,0,0,0,0,479,813,288,245,351,373,649,916,814,21,0,1,0,0,0,0,0,0,0,0,1,-1,9.885192191420842e-4,test
637,694,91,334,377,51,818,960,684,122,0,1,0,0,0,0,0,0,0,1,0,544,336,363,198,352,325,991,834,287,247,0,1,0,0,0,0,0,0,0,0,0,-1,5.546550239102004e-6,test
528,300,61,86,223,561,889,924,566,770,1,0,0,0,0,0,0,0,0,0,0,458,505,197,43,245,352,877,975,610,248,1,0,0,0,1,0,0,0,0,0,0,-1,1.4595781399124408e-6,test
612,966,272,125,219,337,720,818,633,89,0,1,0,0,0,1,0,0,0,0,0,668,155,106,531,308,346,885,889,531,449,0,1,0,0,0,0,0,0,0,0,0,-1,1.0225160818023002e-6,train
554,902,378,232,367,838,590,802,743,666,1,0,0,0,0,0,0,0,0,0,0,364,33,272,172,337,245,787,794,531,129,0,1,0,1,0,0,0,0,0,0,0,-1,9.578237583560468e-4,train
675,455,106,0,223,143,893,952,586,350,0,1,0,0,0,0,1,0,0,0,0,550,874,15,224,394,718,850,932,625,700,1,0,0,0,1,0,0,0,0,0,0,-1,3.7160818452798957e-9,train
600,683,212,423,254,434,751,983,771,262,0,1,0,0,0,0,1,0,0,0,0,451,64,30,136,223,212,857,924,606,242,1,0,0,0,1,0,0,0,0,0,0,-1,7.187603164098005e-7,train
438,114,242,156,230,215,869,802,448,64,0,1,0,0,0,0,0,0,0,0,0,757,475,303,202,240,243,901,964,543,427,1,0,0,0,0,0,0,0,0,0,0,-1,7.652712888574255e-7,train
489,558,167,183,274,305,846,983,661,286,0,1,0,0,0,0,0,0,0,0,0,694,744,197,61,234,657,732,964,779,136,1,0,0,0,0,0,0,1,0,0,0,-1,4.983424046184006e-7,test
614,688,227,43,232,200,735,983,787,340,0,1,0,0,0,0,0,0,0,0,1,536,563,469,68,289,226,735,979,696,158,0,1,0,0,0,0,0,0,0,0,1,-1,1.668059952553747e-7,test
571,988,182,156,268,265,791,861,610,100,0,1,0,0,0,0,0,0,0,0,0,418,819,318,89,257,236,617,901,830,171,0,1,0,0,0,0,0,0,0,0,0,-1,0.0015343578235218094,test
595,280,136,167,253,283,924,897,488,205,1,0,0,0,0,0,0,0,1,0,0,529,416,212,43,244,465,932,940,503,248,1,0,0,0,0,0,0,0,1,0,0,-1,6.059926430083115e-9,test
684,139,106,0,223,332,881,881,531,375,1,0,0,0,0,0,0,0,0,0,0,664,103,257,287,324,428,853,787,444,121,0,1,0,0,0,0,0,0,0,0,0,-1,1.4060727790206081e-8,test
516,39,288,219,339,188,787,783,515,387,0,1,0,0,0,0,0,0,0,0,1,601,547,197,384,226,38,850,987,653,177,0,1,0,0,0,0,1,0,0,0,0,-1,1.8526869576529566e-6,test
596,42,167,21,228,55,830,857,562,170,1,0,0,0,0,0,1,0,0,0,0,481,119,121,122,252,140,873,877,535,322,0,1,0,0,0,0,0,0,0,0,0,-1,5.0952895309584364e-8,train
680,749,45,442,294,179,834,944,653,353,0,0,0,0,0,0,1,0,0,0,0,535,275,439,109,285,97,991,732,161,248,0,1,0,0,0,0,0,0,0,0,1,-1,8.002790809468371e-9,test
446,977,272,30,240,224,728,806,614,398,1,0,0,0,0,0,0,1,0,0,0,712,319,303,287,355,577,983,850,330,148,0,1,0,0,0,0,0,0,0,0,1,-1,1.3458695783884375e-8,test
577,197,212,192,234,625,924,830,409,90,1,0,0,0,0,0,0,0,1,0,0,659,394,151,77,218,340,924,936,519,137,1,0,0,0,0,0,1,0,0,0,0,-1,2.525429432938362e-10,test
577,899,242,136,278,322,700,869,716,143,1,0,0,0,0,0,0,1,0,0,0,629,685,91,77,225,264,814,964,692,355,0,1,0,0,0,0,0,0,0,1,0,-1,1.9215464746566676e-8,test
565,322,272,77,249,328,975,865,374,97,1,0,0,0,0,0,0,1,0,0,0,753,17,303,21,240,237,747,771,543,250,0,0,0,0,0,0,1,0,0,0,0,-1,2.8602298689447304e-11,test
537,64,76,43,230,414,853,897,582,159,0,1,0,0,0,0,0,0,0,0,0,665,547,167,224,293,46,853,979,649,379,0,1,0,0,0,0,0,0,0,0,0,-1,1.2378781478250493e-4,train
700,949,151,68,236,646,779,881,649,108,0,1,0,0,0,0,0,0,0,1,0,345,17,272,64,235,196,767,794,555,204,0,1,0,1,0,0,0,0,0,0,0,-1,2.5966914494920703e-5,train
540,236,45,30,210,681,877,920,578,583,1,0,0,0,0,0,0,1,0,0,0,695,272,197,384,507,510,948,869,421,280,0,1,0,0,0,0,0,0,0,1,0,-1,4.090193166775009e-7,train
627,563,182,43,223,321,842,987,669,36,0,1,0,0,0,0,0,0,0,0,0,272,327,76,21,223,194,897,928,558,97,0,1,0,0,0,0,0,0,0,0,0,-1,0.04771766302983645,test
637,899,242,64,250,353,700,869,716,75,0,1,0,0,0,0,0,0,0,0,1,472,846,303,0,223,695,629,881,798,654,1,0,0,0,0,0,0,1,0,0,0,-1,1.0749084822884541e-9,test
579,885,61,48,230,712,818,924,653,358,1,0,0,0,0,0,1,0,0,0,0,610,785,197,77,237,214,728,944,767,277,0,1,0,0,0,0,1,0,0,0,0,-1,4.2836784543783974e-9,test
522,949,121,89,268,410,806,901,641,267,1,0,0,0,0,0,0,1,0,0,0,384,358,151,30,223,460,928,920,503,299,0,1,0,0,0,0,0,0,0,0,0,-1,6.437143425813571e-5,train
304,89,45,0,223,89,861,912,590,63,0,0,1,1,0,0,0,0,0,0,0,652,114,76,21,228,717,869,897,562,391,1,0,0,0,0,0,1,0,0,0,0,-1,7.666063261423724e-7,train
349,50,363,89,248,134,763,720,460,145,0,1,0,1,0,0,0,0,0,0,0,566,86,91,30,223,377,861,897,570,283,0,1,0,0,0,0,1,0,0,0,0,-1,6.713486917929101e-4,train
675,821,106,163,256,60,787,936,700,188,0,1,0,0,0,0,0,0,0,0,0,405,42,272,0,223,157,791,783,515,250,1,0,0,0,0,0,0,0,0,0,0,-1,7.664241243179414e-7,train
573,899,348,364,368,464,617,826,743,231,0,1,0,0,0,0,0,0,0,0,0,539,930,136,43,227,211,787,897,657,464,1,0,0,0,0,0,1,0,0,0,0,-1,2.0537127359274106e-7,test
385,94,242,96,244,252,850,802,468,622,1,0,0,0,0,0,0,1,0,0,0,275,200,197,172,330,135,920,846,437,169,0,0,1,0,0,0,0,0,0,0,0,-1,0.009416742377691804,train
497,239,121,198,294,301,912,893,507,379,1,0,0,0,0,0,0,1,0,0,0,500,250,151,163,363,533,928,881,464,776,1,0,0,0,1,0,0,0,0,0,0,-1,5.697436501460419e-8,test
